user_id,age,country,income_level,investment_experience,num_investments,total_invested
7104,42,Germany,Low,Novice,14,30005.02
7105,46,Germany,Low,Intermediate,10,7317.64
7106,32,Sweden,Low,Intermediate,14,25586.44
7107,61,Spain,Low,Novice,15,26082.4
7108,32,Austria,Low,Intermediate,7,19985.13
7109,26,Spain,Medium,Novice,14,18928.95
7110,19,Austria,Low,Novice,17,29277.29
7111,29,Sweden,Medium,Novice,14,16127.61
7112,28,Germany,Medium,Expert,16,38786.96
7113,56,France,High,Novice,8,9632.51
7114,23,Italy,Medium,Expert,15,31218.0
7115,29,Germany,Medium,Novice,15,25393.95
7116,29,Italy,Medium,Novice,10,15821.34
7117,18,Italy,Low,Novice,10,21258.52
7118,40,Austria,Low,Novice,15,35630.07
7119,32,Spain,Low,Novice,20,33143.89
7120,52,Austria,High,Novice,13,31369.4
7121,29,France,Low,Novice,15,24365.32
7122,55,Germany,Low,Novice,18,35612.85
7123,33,France,Medium,Novice,5,10556.32
7124,56,Italy,Low,Novice,18,28417.13
7125,21,Sweden,Low,Intermediate,18,36669.71
7126,59,Netherlands,Medium,Novice,14,25641.45
7127,29,Austria,Medium,Intermediate,10,16416.65
7128,61,Netherlands,Medium,Novice,10,21988.8
7129,65,Netherlands,Medium,Intermediate,10,24079.49
7130,18,Sweden,Medium,Expert,8,23306.56
7131,27,France,Low,Intermediate,20,35322.11
7132,40,Sweden,High,Novice,11,19291.26
7133,65,France,Low,Novice,15,37526.13
7134,58,Italy,Medium,Intermediate,9,11398.31
7135,22,Netherlands,Medium,Novice,9,17994.81
7136,64,Netherlands,High,Novice,11,16018.87
7137,65,Germany,Medium,Expert,12,13451.92
7138,40,France,Medium,Intermediate,11,28465.21
7139,24,Germany,Medium,Expert,17,43904.0
7140,45,Italy,Medium,Novice,11,13759.61
7141,40,France,Medium,Intermediate,16,25602.74
7142,44,Germany,Low,Intermediate,16,27358.29
7143,28,Spain,Low,Intermediate,8,7663.39
7144,38,Italy,Medium,Novice,17,48463.16
7145,22,Austria,Medium,Novice,9,10439.31
7146,26,France,Low,Novice,15,38133.6
7147,48,Sweden,Medium,Expert,13,21870.65
7148,19,Italy,Medium,Novice,6,9804.31
7149,45,France,Medium,Novice,13,21805.44
7150,30,Sweden,Medium,Intermediate,18,42572.5
7151,55,France,Low,Novice,15,17131.09
7152,58,Spain,Medium,Intermediate,14,15388.73
7153,41,Italy,Low,Novice,10,28462.71
7154,23,Netherlands,High,Intermediate,5,9668.59
7155,30,Germany,Low,Expert,14,24633.47
7156,33,Italy,High,Intermediate,17,42272.41
7157,33,Spain,Medium,Intermediate,10,27776.29
7158,62,France,High,Intermediate,19,19510.87
7159,22,France,Low,Novice,20,47595.45
7160,56,Sweden,Medium,Expert,8,19707.21
7161,42,Spain,Low,Expert,15,15219.69
7162,52,Sweden,Low,Novice,16,50201.22
7163,53,France,High,Novice,19,37802.15
7164,39,Spain,Low,Expert,15,28998.06
7165,31,Spain,Low,Novice,9,19683.89
7166,35,Sweden,High,Expert,11,22746.19
7167,40,France,Medium,Novice,16,32744.94
7168,29,Italy,Medium,Intermediate,16,24795.8
7169,32,Austria,High,Novice,10,19880.08
7170,27,Italy,Low,Novice,7,13510.66
7171,40,France,High,Expert,11,10767.94
7172,49,Austria,Medium,Novice,13,21335.78
7173,42,Spain,Medium,Novice,14,36557.75
7174,51,Italy,Medium,Intermediate,5,6077.56
7175,28,France,Low,Expert,20,41559.23
7176,36,Sweden,Medium,Novice,12,14931.72
7177,37,Italy,Medium,Novice,15,29259.13
7178,44,Spain,Low,Intermediate,7,22114.79
7179,38,Italy,Medium,Novice,15,32443.33
7180,25,France,High,Novice,9,10787.39
7181,44,Austria,Low,Novice,5,17362.94
7182,44,Sweden,Medium,Intermediate,15,36906.18
7183,32,Sweden,Medium,Novice,16,40223.27
7184,46,Spain,Medium,Novice,9,15813.77
7185,35,Austria,Low,Novice,19,38920.44
7186,25,Netherlands,Medium,Intermediate,19,41389.4
7187,41,Germany,Low,Intermediate,5,10139.02
7188,36,Italy,Medium,Expert,17,31980.29
7189,62,Austria,Medium,Intermediate,14,44729.86
7190,18,Netherlands,High,Expert,12,19182.47
7191,64,Spain,Medium,Expert,13,16432.55
7192,41,Germany,High,Novice,19,33203.91
7193,59,Germany,Medium,Novice,20,46499.17
7194,59,Spain,Medium,Novice,10,25937.38
7195,46,Spain,Medium,Expert,13,18263.89
7196,27,Austria,Low,Novice,20,42195.22
7197,64,France,Medium,Expert,19,45548.76
7198,62,Sweden,Low,Novice,14,33775.1
7199,43,Italy,Medium,Intermediate,14,26837.29
7200,18,Italy,Low,Intermediate,10,17894.4
7201,60,France,High,Intermediate,16,53960.32
7202,51,Italy,Low,Novice,9,14317.2
7203,26,Austria,High,Novice,14,25329.04
7204,21,Sweden,Medium,Novice,18,40548.93
7205,35,France,Medium,Novice,10,15396.62
7206,52,France,Low,Intermediate,6,5695.18
7207,45,Austria,Medium,Intermediate,17,45033.98
7208,19,Austria,Medium,Expert,10,9815.73
7209,62,Spain,Medium,Novice,16,31790.52
7210,65,Sweden,Low,Novice,19,39444.49
7211,18,Austria,Medium,Intermediate,14,22905.81
7212,56,Netherlands,High,Expert,12,22105.3
7213,56,France,Low,Expert,19,38017.95
7214,44,Netherlands,Medium,Expert,8,10834.34
7215,25,Austria,Low,Novice,8,18228.51
7216,41,Austria,High,Expert,17,44468.8
7217,31,Netherlands,Low,Intermediate,8,11944.05
7218,18,Germany,Low,Novice,9,24843.9
7219,43,Germany,Medium,Intermediate,17,23068.49
7220,51,Sweden,Medium,Intermediate,16,34992.71
7221,21,Spain,High,Novice,7,19166.79
7222,51,Sweden,Medium,Intermediate,15,23101.59
7223,64,Sweden,Low,Novice,16,33019.41
7224,22,Germany,Low,Novice,13,40819.48
7225,22,Netherlands,Medium,Expert,16,41587.25
7226,39,Germany,Medium,Expert,16,41297.93
7227,30,Spain,Medium,Novice,13,26990.81
7228,50,Sweden,Low,Novice,12,22190.76
7229,38,Netherlands,Medium,Novice,11,11962.36
7230,57,Sweden,Low,Expert,15,30169.29
7231,51,Netherlands,Medium,Novice,16,39241.51
7232,49,Austria,High,Intermediate,9,26803.13
7233,20,Germany,High,Intermediate,14,24390.96
7234,27,Italy,Medium,Intermediate,13,22512.83
7235,43,Spain,Medium,Intermediate,9,11648.11
7236,63,France,Medium,Novice,7,23663.73
7237,23,Germany,Medium,Expert,19,54138.09
7238,45,Austria,Medium,Novice,8,10769.5
7239,23,Spain,Medium,Expert,19,33896.06
7240,42,Italy,Medium,Intermediate,6,8189.03
7241,51,France,Medium,Novice,16,47956.99
7242,22,Italy,High,Intermediate,12,15576.99
7243,19,Netherlands,High,Intermediate,20,27442.3
7244,41,France,Low,Intermediate,12,22995.04
7245,22,Spain,Medium,Novice,16,35831.76
7246,63,France,Medium,Novice,16,32927.07
7247,33,France,Medium,Intermediate,14,24942.06
7248,50,France,Low,Novice,20,50823.23
7249,60,France,Low,Expert,18,30628.81
7250,62,Italy,Medium,Novice,10,19885.89
7251,61,Netherlands,Medium,Novice,10,29317.32
7252,45,Italy,Medium,Intermediate,14,23288.13
7253,31,Germany,High,Intermediate,19,42422.42
7254,18,France,Medium,Novice,18,34968.57
7255,28,Austria,Medium,Novice,15,28800.32
7256,42,Italy,Medium,Expert,7,17350.23
7257,32,Netherlands,Medium,Intermediate,16,24107.96
7258,65,Sweden,Low,Novice,12,29033.33
7259,51,Netherlands,High,Novice,6,10063.47
7260,33,Germany,High,Novice,7,14182.57
7261,30,Germany,Medium,Intermediate,16,37118.0
7262,48,France,High,Expert,11,20480.74
7263,58,Italy,Medium,Novice,16,22647.82
7264,63,Austria,Low,Novice,15,17378.06
7265,48,Italy,Medium,Intermediate,20,28400.44
7266,25,Germany,High,Intermediate,9,12489.13
7267,26,Netherlands,Low,Intermediate,20,24848.01
7268,59,Spain,High,Novice,18,48909.54
7269,56,Germany,Low,Expert,10,15076.48
7270,27,Germany,Low,Novice,7,16714.01
7271,35,France,Low,Intermediate,6,14629.24
7272,49,France,High,Expert,14,23815.65
7273,40,Sweden,Medium,Expert,6,10907.99
7274,62,Sweden,Medium,Novice,11,20657.73
7275,57,Austria,High,Intermediate,18,18194.11
7276,45,Germany,Medium,Intermediate,19,30321.4
7277,48,Germany,Medium,Intermediate,15,37917.06
7278,45,Netherlands,Medium,Novice,10,21291.57
7279,47,Italy,Low,Intermediate,8,14465.19
7280,64,Sweden,Medium,Expert,20,31411.44
7281,30,Netherlands,Medium,Novice,10,30597.89
7282,57,Sweden,Medium,Novice,19,32098.0
7283,36,France,High,Novice,18,29437.62
7284,63,Netherlands,Low,Novice,13,27346.93
7285,30,Sweden,Low,Expert,17,27729.77
7286,55,Germany,Medium,Novice,16,33781.43
7287,57,Sweden,Low,Novice,10,13430.77
7288,62,Netherlands,Medium,Novice,5,11561.48
7289,21,Austria,Low,Novice,9,22172.49
7290,58,Spain,Low,Expert,13,23115.9
7291,39,Germany,Medium,Novice,18,27743.59
7292,22,Italy,Medium,Expert,13,19695.08
7293,44,Germany,Low,Novice,10,20022.76
7294,43,Netherlands,Medium,Intermediate,5,8754.78
7295,60,Netherlands,High,Expert,6,6151.85
7296,56,Italy,High,Expert,20,35726.85
7297,31,France,Medium,Intermediate,8,17006.71
7298,63,France,Medium,Expert,15,24456.17
7299,56,France,Low,Intermediate,6,22694.75
7300,48,Spain,Low,Novice,10,16721.48
7301,33,Sweden,Medium,Novice,10,16532.47
7302,58,Italy,High,Intermediate,10,12735.23
7303,33,Austria,Low,Expert,8,24537.65
7304,23,Italy,Medium,Expert,10,13681.18
7305,44,Italy,Medium,Intermediate,16,30351.26
7306,27,Netherlands,Medium,Novice,12,19850.57
7307,55,France,High,Novice,6,20490.1
7308,26,Netherlands,Low,Expert,15,22832.42
7309,62,Sweden,Medium,Novice,19,36370.04
7310,52,Italy,Medium,Novice,9,14828.74
7311,60,Sweden,Medium,Novice,7,15294.74
7312,23,Spain,Low,Intermediate,9,19968.34
7313,35,France,High,Novice,19,32441.87
7314,25,Italy,High,Novice,17,27997.36
7315,21,Sweden,Medium,Novice,14,24715.57
7316,33,Netherlands,High,Expert,6,4151.3
7317,31,Italy,Medium,Intermediate,7,9769.99
7318,30,Austria,Low,Expert,10,19940.28
7319,21,Sweden,Low,Novice,8,21863.11
7320,56,Spain,Low,Intermediate,7,9706.1
7321,51,Germany,Medium,Expert,12,21297.12
7322,37,Austria,High,Expert,15,29241.6
7323,29,Spain,Medium,Expert,19,36727.25
7324,39,Sweden,High,Novice,20,37490.82
7325,52,Spain,Medium,Intermediate,14,24770.01
7326,21,Spain,Medium,Novice,15,33373.85
7327,34,Sweden,Low,Novice,20,33675.8
7328,45,Germany,Low,Novice,5,9739.17
7329,28,Spain,High,Novice,6,12748.2
7330,23,France,High,Intermediate,7,10171.4
7331,45,Spain,Low,Expert,8,8197.74
7332,54,Netherlands,Medium,Expert,20,33679.56
7333,34,Austria,Medium,Novice,6,8298.75
7334,40,Sweden,Low,Expert,12,22764.36
7335,23,Germany,High,Intermediate,11,17827.61
7336,31,Sweden,Medium,Novice,5,11709.77
7337,57,Italy,Medium,Novice,14,30523.0
7338,46,Spain,Medium,Expert,15,38762.02
7339,24,Spain,Medium,Novice,7,18245.09
7340,37,France,Medium,Intermediate,8,12626.42
7341,48,Italy,Medium,Novice,10,16776.09
7342,19,Austria,Medium,Novice,10,25699.67
7343,49,Italy,Medium,Expert,15,23342.27
7344,50,Italy,Medium,Expert,18,24358.93
7345,26,Sweden,Medium,Expert,20,29892.01
7346,31,Italy,High,Novice,11,35524.83
7347,51,Sweden,Medium,Novice,8,9623.51
7348,64,Sweden,Medium,Intermediate,12,20090.56
7349,58,France,Medium,Novice,12,22346.59
7350,55,France,Low,Novice,6,19164.15
7351,46,Spain,High,Intermediate,8,26799.4
7352,54,Sweden,Medium,Novice,9,12276.81
7353,43,Germany,High,Expert,11,21372.73
7354,38,France,Low,Expert,16,47677.95
7355,56,Sweden,High,Intermediate,5,11454.92
7356,56,Germany,Medium,Intermediate,5,5289.87
7357,33,Austria,Medium,Intermediate,12,20984.14
7358,26,Netherlands,Medium,Novice,19,31708.08
7359,47,France,Medium,Expert,10,18833.12
7360,49,Italy,Low,Intermediate,16,44728.07
7361,30,Spain,Medium,Intermediate,9,11355.44
7362,19,Netherlands,Low,Novice,14,29706.44
7363,63,Netherlands,Low,Novice,20,35283.02
7364,42,Netherlands,Medium,Intermediate,14,42075.31
7365,54,Germany,High,Novice,5,6444.0
7366,40,Austria,Medium,Expert,6,8631.57
7367,52,Spain,Medium,Intermediate,8,20828.45
7368,37,Spain,Medium,Novice,14,28794.63
7369,59,Netherlands,Medium,Novice,5,4787.05
7370,56,France,Low,Intermediate,20,29816.95
7371,58,France,Medium,Novice,5,14915.97
7372,49,Netherlands,Medium,Expert,13,24548.18
7373,58,France,Medium,Intermediate,19,41532.91
7374,55,France,Low,Novice,11,33984.15
7375,27,Netherlands,Medium,Novice,18,38445.4
7376,50,Italy,High,Novice,20,44905.63
7377,35,France,Medium,Expert,12,39094.57
7378,43,Sweden,Medium,Novice,7,4936.18
7379,29,France,Low,Novice,12,10190.38
7380,56,France,High,Intermediate,19,38953.92
7381,19,Italy,Low,Novice,18,41209.12
7382,49,Sweden,Low,Expert,11,24561.26
7383,34,Austria,Low,Novice,10,21277.73
7384,63,Italy,Low,Intermediate,9,23949.63
7385,54,Italy,Medium,Novice,7,8571.39
7386,65,Sweden,Low,Novice,6,4566.33
7387,38,Italy,High,Intermediate,5,17934.22
7388,59,Austria,Low,Novice,12,27677.48
7389,60,Spain,Medium,Novice,6,5334.12
7390,49,Netherlands,Low,Novice,8,18823.69
7391,49,Austria,Low,Intermediate,7,16356.62
7392,34,Netherlands,Low,Novice,16,31657.4
7393,22,Netherlands,Medium,Novice,9,9822.68
7394,53,Spain,Medium,Novice,5,13554.47
7395,50,France,Medium,Expert,15,23578.24
7396,50,France,Medium,Intermediate,15,17755.21
7397,32,Sweden,High,Novice,19,41885.84
7398,53,Italy,Medium,Expert,9,23830.55
7399,49,France,Medium,Novice,17,28955.9
7400,37,Spain,Medium,Novice,7,16700.5
7401,60,Austria,Medium,Novice,18,22123.26
7402,48,Germany,High,Expert,11,24670.99
7403,36,France,Low,Expert,17,21267.53
7404,44,Austria,High,Intermediate,11,15204.76
7405,60,Austria,Medium,Novice,18,41631.06
7406,64,Italy,High,Intermediate,5,9452.27
7407,52,Germany,Medium,Intermediate,17,25232.66
7408,37,Netherlands,Medium,Novice,8,11180.41
7409,64,Germany,Medium,Intermediate,16,33268.57
7410,43,Italy,Low,Expert,18,24446.29
7411,21,Italy,Low,Novice,5,1789.98
7412,56,Austria,Low,Novice,19,42897.21
7413,47,Italy,Low,Intermediate,13,20779.86
7414,27,Austria,High,Novice,10,24577.32
7415,58,Austria,High,Intermediate,17,32403.04
7416,61,Germany,Low,Expert,15,15168.02
7417,22,Italy,Low,Intermediate,14,27589.59
7418,40,Germany,Medium,Intermediate,11,27580.55
7419,62,Sweden,Medium,Novice,8,16913.94
7420,39,Germany,Medium,Expert,13,24729.83
7421,24,Netherlands,Low,Novice,8,14919.68
7422,22,France,High,Intermediate,13,23252.26
7423,61,Sweden,Medium,Novice,14,33572.53
7424,32,Austria,Medium,Expert,19,21965.71
7425,39,France,Low,Intermediate,15,27346.83
7426,24,Germany,Low,Intermediate,13,37627.57
7427,54,Germany,Low,Expert,6,6648.12
7428,43,Netherlands,Low,Novice,12,19306.31
7429,34,France,Medium,Expert,9,14262.55
7430,42,France,High,Novice,6,17474.14
7431,62,Germany,Medium,Novice,19,56419.74
7432,51,France,Medium,Intermediate,8,16268.9
7433,40,Netherlands,Medium,Novice,12,19426.69
7434,58,Austria,Medium,Novice,17,39299.64
7435,56,Austria,High,Novice,16,34517.97
7436,32,Netherlands,Low,Novice,14,21890.24
7437,37,Netherlands,High,Novice,7,17536.97
7438,61,France,Medium,Intermediate,19,31490.86
7439,44,France,Medium,Intermediate,12,35335.62
7440,24,Italy,Medium,Novice,8,15287.64
7441,34,Italy,Low,Expert,7,8985.45
7442,23,Sweden,Medium,Novice,5,15126.88
7443,45,Sweden,Medium,Expert,16,61793.34
7444,28,Austria,Medium,Expert,9,11407.64
7445,29,Austria,Medium,Intermediate,17,34309.87
7446,51,Germany,Medium,Intermediate,19,37548.29
7447,46,Italy,Low,Intermediate,17,41496.47
7448,21,Italy,Medium,Novice,7,12813.22
7449,45,France,Low,Expert,9,17891.91
7450,57,Spain,Medium,Novice,10,15114.04
7451,65,Italy,High,Novice,12,23676.53
7452,20,Sweden,Medium,Intermediate,7,9855.41
7453,55,Spain,Low,Expert,8,12522.31
7454,61,Sweden,Medium,Novice,6,16884.47
7455,61,Austria,Low,Novice,12,10478.64
7456,31,Netherlands,Medium,Expert,9,13572.4
7457,51,Spain,Medium,Novice,6,24370.24
7458,50,Netherlands,High,Novice,14,31027.7
7459,36,Sweden,Low,Novice,19,46207.19
7460,56,Austria,Low,Novice,20,48759.07
7461,20,Austria,Medium,Intermediate,19,37402.41
7462,64,France,Low,Novice,16,23033.15
7463,48,Netherlands,Medium,Novice,15,28823.56
7464,47,France,Medium,Novice,6,11136.63
7465,63,Netherlands,Low,Novice,12,44703.57
7466,36,Sweden,Low,Expert,8,22245.85
7467,51,Austria,Medium,Intermediate,19,37642.04
7468,33,Italy,High,Novice,13,20998.04
7469,23,Germany,Medium,Expert,6,7036.84
7470,60,Spain,Medium,Novice,17,40035.58
7471,59,Germany,Medium,Novice,8,10059.85
7472,61,Spain,Low,Intermediate,19,50975.06
7473,47,Spain,Low,Expert,18,67990.66
7474,39,Austria,Low,Novice,5,4218.54
7475,28,Spain,Low,Novice,8,10691.17
7476,61,Spain,Low,Novice,7,8870.69
7477,50,Italy,Low,Intermediate,20,36582.99
7478,28,Germany,Medium,Novice,16,26157.23
7479,54,Germany,Medium,Novice,7,15924.92
7480,61,Italy,Medium,Novice,11,13612.11
7481,19,Netherlands,Low,Intermediate,14,17374.31
7482,46,Italy,Low,Intermediate,14,25485.08
7483,40,Austria,Medium,Intermediate,7,20039.29
7484,64,Germany,Medium,Novice,16,23434.69
7485,34,Netherlands,Medium,Novice,6,13473.92
7486,29,Germany,Low,Intermediate,17,24153.16
7487,65,Austria,Medium,Intermediate,7,21254.5
7488,53,Spain,Low,Novice,5,11628.94
7489,37,Sweden,Medium,Novice,12,23988.99
7490,56,Netherlands,Medium,Novice,18,30364.6
7491,43,Germany,Low,Intermediate,11,19514.79
7492,35,Germany,Medium,Intermediate,16,28221.32
7493,31,Netherlands,Medium,Intermediate,13,22436.77
7494,61,Netherlands,Low,Novice,12,12186.54
7495,63,Sweden,Low,Intermediate,15,26435.47
7496,52,Spain,Low,Novice,6,11040.53
7497,33,Austria,Medium,Novice,9,21646.35
7498,29,Germany,Low,Intermediate,9,16892.16
7499,24,France,Low,Novice,8,15281.44
7500,24,Spain,Medium,Novice,18,23730.71
7501,24,France,Medium,Intermediate,9,22454.06
7502,41,Austria,Low,Novice,7,19431.04
7503,53,Sweden,Low,Intermediate,7,9091.3
7504,61,Italy,Medium,Intermediate,10,21590.23
7505,58,Italy,Low,Expert,6,12992.74
7506,33,Spain,Medium,Intermediate,14,20484.74
7507,23,Sweden,High,Novice,5,14750.45
7508,33,Sweden,Medium,Novice,13,21001.62
7509,65,Spain,Medium,Novice,20,30226.95
7510,49,Italy,Medium,Novice,7,8387.39
7511,19,Netherlands,Low,Novice,7,20070.44
7512,63,Germany,Medium,Expert,7,23398.55
7513,18,Italy,Low,Novice,7,15474.34
7514,53,Netherlands,High,Novice,9,16887.71
7515,59,Sweden,Medium,Intermediate,7,15451.07
7516,24,France,Low,Novice,14,21605.62
7517,41,Germany,Medium,Expert,19,36555.22
7518,55,Austria,Low,Novice,6,11966.74
7519,59,Netherlands,Medium,Expert,11,14047.58
7520,44,Spain,Medium,Intermediate,19,29796.71
7521,40,Netherlands,Medium,Novice,16,21810.66
7522,29,Italy,Medium,Novice,20,44537.45
7523,46,Italy,Medium,Expert,17,28808.31
7524,62,Austria,Medium,Intermediate,5,7833.15
7525,27,Austria,Medium,Intermediate,17,38747.78
7526,43,Germany,Low,Novice,5,6734.09
7527,42,Austria,Medium,Novice,6,8217.61
7528,19,Netherlands,Medium,Novice,10,34478.96
7529,24,France,Medium,Expert,18,29680.35
7530,48,Sweden,Low,Expert,14,28760.74
7531,28,Sweden,Low,Intermediate,8,16410.99
7532,63,Austria,High,Intermediate,6,13697.33
7533,22,Netherlands,Low,Novice,17,41843.3
7534,42,France,Medium,Novice,7,12318.52
7535,31,Germany,Low,Intermediate,6,20582.55
7536,22,Austria,Medium,Intermediate,6,10554.6
7537,61,Netherlands,Low,Intermediate,18,38181.11
7538,41,France,Low,Novice,17,39288.86
7539,56,Italy,High,Intermediate,8,16944.96
7540,31,Italy,Low,Novice,8,22450.14
7541,34,Italy,Medium,Intermediate,17,22051.06
7542,54,Italy,Medium,Expert,9,15393.32
7543,19,France,Medium,Intermediate,18,29882.85
7544,32,Germany,Low,Intermediate,16,21333.44
7545,49,Sweden,Medium,Intermediate,11,9006.57
7546,43,Sweden,Low,Expert,12,18501.96
7547,40,Spain,High,Intermediate,5,13548.28
7548,27,Austria,High,Expert,13,20853.31
7549,56,Germany,Medium,Novice,18,50559.55
7550,21,Italy,Medium,Novice,15,23150.64
7551,22,Germany,High,Novice,13,26128.6
7552,65,Sweden,Low,Novice,7,11967.83
7553,52,Italy,Low,Intermediate,20,27276.73
7554,35,Italy,Low,Novice,16,21590.7
7555,23,Spain,Low,Intermediate,13,32091.36
7556,43,Sweden,Low,Expert,6,11883.34
7557,39,Sweden,Medium,Intermediate,8,7285.2
7558,64,Spain,Medium,Expert,10,12052.57
7559,48,Netherlands,Medium,Novice,9,11801.36
7560,56,Germany,Medium,Expert,16,23925.63
7561,26,Germany,Medium,Novice,6,23534.44
7562,52,Austria,Medium,Novice,9,16928.27
7563,44,Netherlands,Medium,Novice,6,21163.57
7564,57,Spain,Medium,Expert,13,28426.3
7565,18,Italy,Low,Novice,14,24173.59
7566,61,Austria,High,Intermediate,5,3360.77
7567,44,Austria,Low,Expert,7,18849.65
7568,30,Austria,Low,Intermediate,12,29874.69
7569,41,Austria,Medium,Expert,11,29749.25
7570,65,Austria,Medium,Novice,18,51073.16
7571,56,Netherlands,Medium,Novice,14,20066.45
7572,53,Spain,Low,Intermediate,8,17373.04
7573,31,Spain,High,Intermediate,15,41013.14
7574,59,Spain,High,Novice,8,22135.02
7575,51,France,Medium,Novice,9,17301.89
7576,31,Sweden,High,Novice,14,27794.42
7577,45,Italy,Medium,Intermediate,12,39318.79
7578,62,France,Low,Novice,9,12597.64
7579,62,France,Medium,Novice,9,16159.19
7580,33,Germany,Medium,Expert,10,17215.82
7581,39,Netherlands,Medium,Intermediate,19,42665.1
7582,20,Netherlands,Medium,Expert,9,19229.47
7583,33,Italy,Medium,Intermediate,11,16704.32
7584,65,Netherlands,Medium,Intermediate,12,16147.38
7585,50,France,Medium,Novice,10,27146.18
7586,33,Sweden,Medium,Intermediate,16,30582.44
7587,25,France,Medium,Novice,10,14209.22
7588,64,France,Medium,Novice,5,11253.76
7589,38,Austria,High,Novice,14,31092.04
7590,46,Austria,Low,Expert,6,16735.73
7591,62,Sweden,Low,Intermediate,10,15142.84
7592,22,Sweden,Medium,Expert,9,28855.59
7593,34,Austria,Medium,Novice,6,7076.85
7594,29,Germany,High,Expert,8,17816.9
7595,63,France,Medium,Novice,5,10225.85
7596,62,Spain,Medium,Intermediate,12,28638.6
7597,34,Netherlands,Low,Expert,10,6250.7
7598,64,Austria,Medium,Novice,11,15994.76
7599,24,Netherlands,Medium,Intermediate,11,26914.42
7600,56,France,Low,Intermediate,10,15327.23
7601,48,Spain,Medium,Intermediate,12,25065.22
7602,39,Austria,High,Novice,13,26434.77
7603,55,Italy,Medium,Novice,20,44555.12
7604,55,Spain,Medium,Intermediate,20,31574.86
7605,64,Germany,Medium,Intermediate,7,11716.19
7606,56,Austria,Low,Novice,8,14706.17
7607,48,Sweden,Medium,Novice,6,9680.09
7608,59,Austria,High,Novice,12,36755.01
7609,50,Germany,Low,Novice,13,27327.4
7610,57,Italy,Low,Novice,16,40750.39
7611,19,Italy,Medium,Novice,6,11651.88
7612,60,France,Medium,Expert,9,8237.16
7613,63,France,Medium,Intermediate,15,35093.24
7614,59,France,Medium,Expert,20,30076.55
7615,24,Sweden,Medium,Expert,19,24287.73
7616,64,France,High,Novice,7,13548.67
7617,61,France,Low,Novice,10,19537.85
7618,38,Netherlands,High,Novice,8,15083.96
7619,52,Germany,Medium,Novice,10,32877.09
7620,35,France,Low,Expert,10,21393.58
7621,35,France,Medium,Intermediate,18,36225.05
7622,28,Sweden,Low,Expert,11,12777.47
7623,41,Germany,Medium,Novice,12,19326.53
7624,44,Netherlands,Medium,Expert,6,18251.44
7625,25,Sweden,Medium,Novice,20,30775.17
7626,22,Netherlands,Medium,Novice,7,21536.58
7627,57,Austria,Medium,Novice,12,24474.54
7628,49,Netherlands,Low,Intermediate,9,20970.77
7629,63,Germany,High,Novice,13,23904.58
7630,38,Netherlands,High,Novice,8,16981.37
7631,38,Germany,Medium,Intermediate,9,19847.55
7632,50,Austria,Low,Expert,6,11065.76
7633,60,Austria,Medium,Novice,6,7762.0
7634,30,Netherlands,Medium,Intermediate,12,25974.12
7635,29,Sweden,Medium,Expert,18,38172.38
7636,20,Sweden,High,Novice,11,21978.7
7637,42,Sweden,Medium,Intermediate,18,38634.51
7638,45,Spain,Low,Novice,6,3429.94
7639,40,France,Low,Novice,19,53526.45
7640,54,Netherlands,Low,Novice,8,22322.08
7641,52,Austria,Medium,Intermediate,20,40181.64
7642,19,Austria,Medium,Novice,13,27147.92
7643,37,France,Low,Intermediate,11,23013.8
7644,27,Netherlands,Low,Novice,12,25632.85
7645,29,Spain,Medium,Novice,10,24462.11
7646,30,France,High,Intermediate,13,26153.66
7647,52,Spain,Low,Novice,20,29880.1
7648,31,Italy,Medium,Expert,18,36877.35
7649,65,Spain,Medium,Expert,7,18115.46
7650,34,Sweden,Low,Novice,8,21003.54
7651,41,Austria,Low,Novice,6,18097.91
7652,64,Spain,Low,Expert,19,30032.83
7653,26,Spain,Medium,Novice,7,18137.0
7654,35,France,Medium,Expert,11,30957.83
7655,54,Austria,Medium,Expert,17,24812.39
7656,53,Sweden,High,Intermediate,14,22471.28
7657,57,Netherlands,Medium,Expert,15,36230.12
7658,48,Austria,Medium,Novice,14,33511.77
7659,54,Italy,High,Intermediate,11,25441.32
7660,45,Netherlands,Medium,Novice,20,36306.77
7661,24,Austria,High,Novice,13,32921.72
7662,20,Netherlands,Medium,Expert,12,18142.24
7663,51,France,Low,Intermediate,14,22652.34
7664,55,Netherlands,Low,Intermediate,14,39788.75
7665,47,France,High,Expert,6,7913.2
7666,65,Sweden,Medium,Novice,17,36649.84
7667,42,Spain,High,Novice,9,19908.17
7668,55,Spain,Medium,Novice,7,8310.97
7669,19,Italy,Medium,Novice,14,27525.35
7670,59,Germany,High,Expert,19,32577.86
7671,45,Spain,Low,Expert,16,20573.77
7672,57,Italy,High,Novice,9,16877.89
7673,31,Austria,Medium,Intermediate,14,26736.26
7674,63,Italy,Low,Novice,7,21811.39
7675,40,Italy,Medium,Novice,5,9967.48
7676,59,Netherlands,Low,Intermediate,11,38899.56
7677,45,Germany,Medium,Novice,20,33452.06
7678,60,Netherlands,Low,Expert,8,12284.39
7679,61,France,Low,Intermediate,11,24537.53
7680,41,Spain,High,Expert,11,23319.33
7681,54,Spain,Medium,Expert,14,32751.07
7682,35,Netherlands,Medium,Novice,6,15925.15
7683,39,Austria,Medium,Expert,5,5083.68
7684,54,Austria,High,Novice,15,61682.49
